'sample #','II','AVF','ABP','PAP'
5896,-7,-5,78,70
5897,-7,-5,77,70
5898,-7,-5,76,70
5899,-6,-5,75,70
5900,-6,-5,75,69
5901,-7,-5,75,68
5902,-8,-7,74,67
5903,-9,-7,75,66
5904,-9,-7,75,66
5905,-10,-7,77,66
5906,-10,-7,80,68
5907,-10,-7,85,69
5908,-10,-7,92,71
5909,-9,-7,100,73
5910,-9,-7,108,75
5911,-9,-7,117,77
5912,-7,-5,125,79
5913,-7,-6,132,81
5914,-5,-5,139,82
5915,-5,-4,144,83
5916,-4,-3,148,84
5917,-2,-2,151,86
5918,-1,-2,153,87
5919,0,0,154,88
5920,1,0,154,88
5921,2,1,153,88
5922,4,2,151,88
5923,4,3,148,88
5924,5,4,145,88
5925,6,4,141,87
5926,6,5,137,86
5927,6,4,132,85
5928,5,4,128,84
5929,4,4,123,83
5930,4,3,118,82
5931,3,3,114,81
5932,2,2,111,79
5933,2,2,109,77
5934,1,2,107,76
5935,1,1,104,74
5936,0,2,101,73
5937,0,1,99,71
5938,0,0,97,69
5939,0,1,95,66
5940,0,1,94,63
5941,0,0,94,61
5942,0,1,94,60
5943,0,0,93,59
5944,0,1,92,59
5945,26,24,90,60
5946,-10,-9,89,61
5947,0,0,90,61
5948,0,0,92,61
5949,0,1,94,63
5950,1,2,93,64
5951,1,2,91,65
5952,1,2,90,64
5953,2,2,89,63
5954,1,1,90,62
5955,0,1,90,61
5956,0,0,90,61
5957,0,0,89,61
5958,0,0,89,61
5959,0,0,89,61
5960,0,0,89,60
5961,0,0,88,59
5962,0,0,87,58
5963,0,0,86,57
5964,0,0,85,57
5965,-1,0,85,56
5966,0,-1,84,55
5967,-1,-1,84,54
5968,-1,-1,84,53
5969,-2,-1,83,52
5970,-1,-1,82,52
5971,-2,-1,81,51
5972,-2,-1,81,50
5973,-2,-1,80,49
5974,-2,-1,80,49
5975,-2,-2,79,48
5976,-3,-1,79,48
5977,-4,-2,78,47
5978,-3,-3,78,46
5979,4,2,78,45
5980,14,9,77,44
5981,26,18,77,44
5982,30,23,76,44
5983,12,7,76,43
5984,2,2,75,43
5985,-3,-1,75,43
5986,0,2,74,44
5987,-2,0,74,44
5988,-4,-2,74,45
5989,-5,-3,74,46
5990,-6,-4,73,46
5991,-5,-4,73,46
5992,-5,-3,72,46
5993,-5,-4,72,46
5994,-7,-5,71,46
5995,-7,-5,71,46
5996,-5,-3,71,46
5997,-2,-2,71,47
5998,-1,-2,71,49
5999,1,0,72,51
6000,2,0,74,54
6001,1,0,78,56
6002,1,0,83,59
6003,0,-1,89,63
6004,-1,-2,97,66
6005,-2,-2,104,69
6006,-2,-2,112,71
6007,-2,-2,119,72
6008,0,-2,125,73
6009,0,-1,130,73
6010,2,0,134,75
6011,2,0,137,77
6012,2,0,138,78
6013,4,1,138,78
6014,4,2,137,78
6015,6,2,135,78
6016,6,3,132,78
6017,7,4,129,78
6018,8,5,125,78
6019,8,6,121,77
6020,8,4,117,77
6021,7,5,113,76
6022,6,5,109,75
6023,6,4,105,74
6024,5,4,102,73
6025,4,3,99,72
6026,4,2,96,71
6027,3,2,94,69
6028,2,2,91,68
6029,2,2,89,66
6030,2,2,88,64
6031,2,2,86,63
6032,2,1,85,61
6033,2,2,84,60
6034,2,1,84,58
6035,2,2,83,56
6036,3,2,83,55
6037,3,2,83,54
6038,3,2,83,53
6039,28,26,83,53
6040,-9,-9,83,54
6041,2,1,83,54
6042,2,2,83,54
6043,2,2,83,54
6044,3,2,83,54
6045,2,2,84,54
6046,2,2,84,53
6047,2,2,83,53
6048,3,2,83,53
6049,2,1,83,52
6050,0,0,83,52
6051,0,0,82,51
6052,-1,0,82,51
6053,0,-1,81,50
6054,0,0,81,50
6055,0,0,81,50
6056,0,0,80,50
6057,0,0,80,49
6058,-1,-1,79,48
6059,-2,0,79,48
6060,-2,-1,78,47
6061,-2,-1,78,47
6062,-2,0,77,46
6063,-2,-1,77,45
6064,-2,-1,77,44
6065,-2,-2,76,44
6066,-2,-1,76,43
6067,-2,-1,76,43
6068,-2,-1,75,42
6069,-1,-1,75,41
6070,-2,-1,74,41
6071,-1,-1,74,40
6072,0,-2,74,40
6073,7,4,73,39
6074,19,11,73,39
6075,28,19,72,39
6076,30,20,72,39
6077,8,4,71,39
6078,0,2,71,39
6079,-2,0,71,39
6080,0,3,71,40
6081,-3,-1,70,40
6082,-4,-2,70,40
6083,-5,-2,70,40
6084,-5,-3,69,39
6085,-5,-3,69,40
6086,-5,-3,68,40
6087,-5,-3,68,41
6088,-5,-3,68,42
6089,-5,-4,68,43
6090,-5,-3,68,44
6091,-5,-3,68,46
6092,-5,-3,68,48
6093,-5,-4,69,52
6094,-5,-3,70,55
6095,-5,-4,74,59
6096,-5,-4,78,63
6097,-5,-3,85,66
6098,-5,-4,92,70
6099,-4,-3,99,72
6100,-3,-3,106,74
6101,-2,-2,113,75
6102,-2,-2,119,76
6103,-1,-2,124,77
6104,0,-1,128,79
6105,0,-1,131,81
6106,0,0,132,82
6107,1,0,133,82
6108,2,0,131,83
6109,3,2,130,83
6110,4,2,127,83
6111,4,2,124,83
6112,5,3,120,83
6113,4,3,117,82
6114,5,4,113,82
6115,4,3,109,81
6116,4,3,105,80
6117,2,2,102,79
6118,2,2,98,78
6119,1,2,95,77
6120,1,1,92,76
6121,0,0,90,75
6122,0,0,88,73
6123,0,0,86,72
6124,0,0,84,70
6125,0,0,83,68
6126,0,0,82,67
6127,0,0,81,65
6128,0,0,80,64
6129,0,0,80,61
6130,0,0,80,60
6131,0,0,80,58
6132,0,0,80,57
6133,39,39,80,57
6134,-13,-12,80,57
6135,0,0,81,58
6136,0,0,81,58
6137,0,1,81,58
6138,0,1,81,58
6139,0,1,81,58
6140,0,1,81,57
6141,0,0,81,56
6142,0,0,81,56
6143,0,0,81,56
6144,0,0,80,55
6145,0,0,80,55
6146,-1,0,79,54
6147,-1,-1,79,54
6148,-2,-1,79,53
6149,-2,-1,78,53
6150,-2,-2,78,53
6151,-1,-1,77,53
6152,-2,-2,77,52
6153,-3,-2,76,51
6154,-2,-2,76,50
6155,-3,-2,76,50
6156,-2,-2,75,49
6157,-3,-2,75,48
6158,-2,-2,75,47
6159,-2,-1,74,46
6160,-2,-1,74,46
6161,-2,-2,74,45
6162,-2,-1,73,44
6163,-2,-1,73,44
6164,-2,-1,73,43
6165,-1,-2,72,43
6166,-2,1,72,42
6167,10,6,71,42
6168,22,13,71,42
6169,30,19,71,42
6170,23,20,71,41
6171,5,2,70,42
6172,0,0,70,42
6173,-2,-1,70,42
6174,0,2,69,42
6175,-3,-1,69,42
6176,-4,-2,68,42
6177,-5,-3,68,42
6178,-5,-2,68,42
6179,-5,-3,67,42
6180,-5,-3,67,42
6181,-5,-3,67,43
6182,-5,-3,67,44
6183,-4,-3,66,45
6184,-5,-3,66,46
6185,-4,-3,67,48
6186,-5,-3,67,51
6187,-4,-3,69,54
6188,-4,-3,72,58
6189,-4,-3,77,62
6190,-4,-3,83,66
6191,-3,-3,91,69
6192,-4,-2,99,71
6193,-3,-2,106,73
6194,-2,-2,114,74
6195,-2,-2,120,75
6196,-2,-2,127,77
6197,0,-2,132,80
6198,0,-1,136,82
6199,0,0,138,83
6200,1,0,139,83
6201,2,0,139,84
6202,2,1,138,84
6203,4,2,136,85
6204,4,2,134,85
6205,4,3,130,85
6206,5,3,127,85
6207,5,4,123,84
6208,5,4,118,84
6209,4,3,114,83
6210,4,2,110,83
6211,3,2,107,82
6212,2,2,103,81
6213,1,1,100,80
6214,0,1,97,78
6215,0,0,94,77
6216,0,0,92,76
6217,0,0,90,74
6218,0,0,88,72
6219,0,0,87,71
6220,0,0,85,69
6221,0,0,85,68
6222,0,0,84,66
6223,0,0,84,64
6224,0,0,84,63
6225,0,0,83,61
6226,52,50,84,60
6227,-14,-13,84,59
6228,-2,-2,84,59
6229,0,0,84,59
6230,0,0,84,59
6231,0,1,84,60
6232,0,1,84,59
6233,0,1,84,59
6234,0,1,84,59
6235,0,1,84,58
6236,0,0,84,58
6237,0,0,83,57
6238,0,0,83,57
6239,0,0,82,56
6240,0,0,82,56
6241,0,0,81,55
6242,0,0,81,55
6243,-1,-1,80,55
6244,-1,0,80,55
6245,-1,-1,80,54
6246,-2,-1,79,54
6247,-3,-2,79,53
6248,-2,-1,78,52
6249,-2,-2,78,51
6250,-3,-2,77,50
6251,-2,-2,77,50
6252,-2,-2,76,49
6253,-2,-2,76,48
6254,-2,-1,76,47
6255,-2,-2,75,46
6256,-2,-1,75,46
6257,-2,-1,75,45
6258,-2,-1,74,45
6259,-2,-2,74,44
6260,3,2,73,44
6261,12,7,73,43
6262,25,15,73,43
6263,30,19,72,43
6264,17,9,72,43
6265,3,2,71,43
6266,-2,2,71,43
6267,0,-1,71,43
6268,-2,2,70,44
6269,-3,-2,70,44
6270,-4,-2,70,44
6271,-5,-2,69,44
6272,-4,-3,69,43
6273,-5,-3,68,43
6274,-5,-3,68,43
6275,-5,-3,68,44
6276,-5,-3,68,45
6277,-5,-3,68,46
6278,-4,-3,68,48
6279,-5,-3,68,50
6280,-4,-3,69,53
6281,-5,-3,72,56
6282,-4,-3,76,60
6283,-4,-3,82,64
6284,-4,-3,89,67
6285,-3,-3,97,70
6286,-4,-3,106,71
6287,-3,-2,113,72
6288,-2,-2,121,74
6289,-2,-2,127,76
6290,-2,-2,133,78
6291,0,-2,138,80
6292,0,-1,142,82
6293,0,0,144,82
6294,0,0,145,83
6295,2,0,145,84
6296,2,1,144,85
6297,3,1,142,85
6298,4,2,139,85
6299,4,3,136,85
6300,4,3,132,85
6301,4,3,128,84
6302,4,3,123,84
6303,4,3,119,83
6304,2,2,115,82
6305,2,2,111,81
6306,1,1,107,80
6307,0,1,104,79
6308,0,0,101,78
6309,0,0,98,76
6310,0,0,95,75
6311,0,0,93,73
6312,0,0,91,72
6313,-1,0,90,70
6314,0,0,88,68
6315,-1,0,87,67
6316,0,0,86,65
6317,-1,0,86,64
6318,0,0,86,62
6319,-1,0,86,61
6320,59,56,86,60
6321,-15,-13,86,59
6322,-2,-2,86,59
6323,-1,0,86,60
6324,0,0,86,60
6325,0,0,86,60
6326,0,1,86,59
6327,0,0,86,59
6328,0,1,86,59
6329,0,0,86,58
6330,0,0,85,58
6331,0,0,85,57
6332,0,0,85,57
6333,0,0,84,56
6334,0,0,84,56
6335,0,0,83,56
6336,0,0,82,55
6337,0,-1,82,55
6338,-1,0,82,55
6339,0,-1,81,54
6340,-2,-1,81,54
6341,-2,-2,80,53
6342,-2,-1,79,52
6343,-2,-2,79,52
6344,-2,-2,79,51
6345,-2,-1,78,50
6346,-2,-2,78,49
6347,-2,-1,77,48
6348,-2,-1,77,47
6349,-2,-1,76,47
6350,-2,-1,76,46
6351,-1,-1,76,45
6352,-2,-1,75,45
6353,-1,-1,75,45
6354,5,3,74,44
6355,15,9,74,44
6356,27,16,74,44
6357,30,19,73,43
6358,13,6,73,43
6359,2,2,72,43
6360,-2,-2,72,44
6361,0,2,71,44
6362,-2,0,71,44
6363,-3,-2,71,44
6364,-4,-2,70,44
6365,-5,-3,70,44
6366,-4,-2,70,44
6367,-5,-3,69,44
6368,-5,-3,69,44
6369,-5,-3,68,44
6370,-4,-3,68,45
6371,-5,-3,68,47
6372,-4,-3,69,48
6373,-5,-3,69,51
6374,-4,-3,71,54
6375,-4,-3,74,57
6376,-4,-3,79,61
6377,-4,-3,86,65
6378,-4,-3,94,68
6379,-4,-3,102,70
6380,-3,-3,110,71
6381,-3,-3,118,72
6382,-2,-2,125,75
6383,-2,-2,132,77
6384,-1,-2,137,79
6385,-1,-2,142,81
6386,0,-1,145,82
6387,0,0,147,83
6388,0,0,148,84
6389,2,0,148,85
6390,2,1,146,85
6391,4,2,144,85
6392,4,2,142,85
6393,4,3,138,85
6394,4,3,134,85
6395,4,4,130,84
6396,4,3,125,84
6397,3,2,121,83
6398,2,2,116,82
6399,2,2,112,81
6400,1,1,109,80
6401,0,0,105,79
6402,0,0,102,77
6403,0,0,99,76
6404,0,0,97,74
6405,0,0,94,73
6406,0,0,93,71
6407,0,0,91,70
6408,-1,0,90,68
6409,0,0,88,66
6410,-1,0,88,65
6411,0,0,87,63
6412,-1,0,87,61
6413,-1,0,87,60
6414,61,58,87,60
6415,-15,-13,87,60
6416,-2,-1,87,60
6417,0,0,87,60
6418,0,0,87,60
6419,0,0,87,60
6420,0,1,87,60
6421,0,1,87,59
6422,0,1,87,59
6423,0,0,87,59
6424,0,0,86,58
6425,0,0,86,58
6426,0,0,85,57
6427,0,0,85,57
6428,0,0,84,56
6429,0,0,84,56
6430,0,0,83,56
6431,0,0,83,55
6432,0,0,82,55
6433,-2,-1,82,55
6434,-2,-1,81,54
6435,-2,-2,81,53
6436,-2,-1,80,53
6437,-2,-2,80,52
6438,-2,-1,79,51
6439,-2,-1,79,51
6440,-2,-1,78,50
6441,-2,-1,78,50
6442,-2,-1,78,49
6443,-2,-1,77,49
6444,-2,-1,77,49
6445,-2,-1,77,48
6446,-2,-1,76,48
6447,0,0,76,48
6448,7,4,75,48
6449,18,11,75,48
6450,29,18,74,48
6451,30,20,74,48
6452,8,4,74,49
6453,0,1,73,49
6454,-3,-2,73,50
6455,0,2,73,51
6456,-2,-1,72,51
6457,-3,-2,72,52
6458,-5,-3,71,52
6459,-5,-3,71,52
6460,-5,-3,70,52
6461,-5,-4,70,53
6462,-5,-3,70,53
6463,-5,-3,70,54
6464,-5,-3,70,55
6465,-5,-4,70,56
6466,-5,-3,70,58
6467,-4,-3,71,61
6468,-5,-4,73,65
6469,-5,-3,77,69
6470,-4,-4,83,73
6471,-5,-4,91,75
6472,-4,-3,99,77
6473,-4,-4,108,78
6474,-4,-3,116,81
6475,-3,-3,123,84
6476,-3,-3,130,87
6477,-2,-2,137,90
6478,-2,-3,142,92
6479,-1,-2,146,93
6480,0,-1,148,95
6481,0,-1,150,96
6482,1,0,150,98
6483,2,0,150,99
6484,2,1,149,100
6485,3,1,146,100
6486,4,2,143,100
6487,4,3,139,100
6488,4,3,135,100
6489,4,3,131,99
6490,4,3,127,99
6491,4,2,123,98
6492,2,2,118,98
6493,2,2,114,97
6494,1,1,111,96
6495,0,0,107,95
6496,0,0,104,93
6497,0,0,102,92
6498,0,0,99,90
6499,0,0,97,89
6500,0,0,95,87
6501,0,0,93,85
6502,0,0,92,84
6503,0,0,91,83
6504,0,0,91,81
6505,0,0,90,80
6506,0,0,90,78
6507,0,0,90,76
6508,41,38,90,75
6509,-10,-9,90,73
6510,0,0,90,72
6511,0,0,91,71
6512,0,0,91,72
6513,0,1,91,72
6514,0,1,91,74
6515,0,2,91,76
6516,1,1,90,77
6517,0,0,90,78
6518,0,0,90,79
6519,0,0,89,79
6520,0,0,89,79
6521,0,0,88,79
6522,0,0,88,79
6523,0,0,87,78
6524,0,0,87,78
6525,0,0,86,77
6526,0,0,85,76
6527,-1,-1,85,75
6528,-2,0,84,74
6529,-1,-2,84,73
6530,-2,-1,83,73
6531,-2,-2,83,72
6532,-2,-1,82,71
6533,-2,-2,82,70
6534,-2,-1,81,69
6535,-1,-1,81,69
6536,-2,-1,81,68
6537,-1,-1,80,68
6538,-2,-1,80,67
6539,-1,-2,79,67
6540,-2,-2,79,66
6541,2,1,78,66
6542,12,8,78,66
6543,24,17,78,66
6544,33,25,78,66
6545,34,26,77,66
6546,7,6,77,67
6547,-2,0,76,67
6548,-3,-2,76,67
6549,-1,0,76,67
6550,-3,-2,75,67
6551,-4,-3,75,68
6552,-5,-3,75,68
6553,-5,-4,74,70
6554,-5,-4,74,71
6555,-5,-4,74,71
6556,-5,-5,73,71
6557,-5,-5,73,70
6558,-5,-4,73,69
6559,-5,-5,73,68
6560,-5,-5,74,68
6561,-5,-5,76,70
6562,-5,-5,80,71
6563,-5,-5,86,74
6564,-5,-5,94,76
6565,-5,-5,103,78
6566,-5,-5,112,81
6567,-5,-5,120,84
6568,-5,-5,128,87
6569,-5,-5,135,89
6570,-4,-4,142,91
6571,-3,-4,148,93
6572,-2,-3,153,94
6573,-2,-2,156,97
6574,0,-2,158,99
6575,0,-1,159,100
6576,0,0,159,100
6577,1,0,159,100
6578,2,1,158,100
6579,3,2,156,101
6580,4,2,153,102
6581,4,3,149,102
6582,4,3,145,101
6583,4,4,140,100
6584,4,3,135,99
6585,3,2,131,98
6586,2,2,128,98
6587,2,2,124,97
6588,1,1,121,96
6589,0,0,117,94
6590,0,0,114,92
6591,0,0,111,90
6592,0,0,108,89
6593,0,0,105,88
6594,0,0,103,87
6595,0,0,101,86
6596,0,0,99,84
6597,0,0,98,83
6598,0,0,97,81
6599,0,0,96,79
6600,0,0,96,77
6601,24,24,96,75
6602,-7,-7,96,74
6603,-1,-1,96,74
6604,0,0,96,76
6605,0,0,96,79
6606,0,1,95,81
6607,1,2,95,83
6608,1,1,95,83
6609,1,2,95,82
6610,0,1,95,82
6611,0,1,95,83
6612,0,0,94,83
6613,0,0,94,82
6614,0,0,94,82
6615,0,0,93,81
6616,0,0,92,81
6617,0,0,91,80
6618,0,0,90,80
6619,0,0,89,79
6620,-1,-1,88,79
6621,-2,-2,88,78
6622,-2,-1,88,77
6623,-2,-2,87,77
6624,-2,-2,87,77
6625,-2,-2,86,76
6626,-2,-2,86,75
6627,-2,-2,85,74
6628,-2,-2,85,73
6629,-2,-2,84,73
6630,-2,-2,84,72
6631,-2,-2,83,72
6632,-2,-2,83,71
6633,-3,-2,82,71
6634,-4,-3,82,70
6635,4,3,81,69
6636,16,12,81,69
6637,28,21,81,69
6638,33,26,80,69
6639,16,12,80,70
6640,3,4,79,70
6641,-5,-2,79,70
6642,-2,0,79,70
6643,-3,-2,78,70
6644,-5,-3,78,70
6645,-5,-4,77,70
6646,-5,-5,77,70
6647,-5,-5,76,70
6648,-5,-5,76,70
6649,-5,-5,75,69
6650,-5,-5,75,69
6651,-5,-5,74,68
6652,-5,-5,74,67
6653,-5,-5,74,66
6654,-5,-5,75,66
6655,-5,-5,77,66
6656,-5,-5,80,68
6657,-5,-5,86,69
6658,-5,-5,93,71
6659,-5,-5,101,73
6660,-5,-5,110,75
6661,-5,-5,119,77
6662,-5,-5,127,79
6663,-4,-4,134,81
6664,-3,-4,140,82
6665,-2,-4,146,83
6666,-2,-3,150,84
6667,-1,-2,153,86
6668,0,-2,154,87
6669,0,-1,154,88
6670,1,0,154,88
6671,2,0,153,88
6672,3,2,150,88
6673,4,2,147,88
6674,4,3,144,87
6675,4,3,140,87
6676,5,4,135,86
6677,4,3,131,85
6678,4,4,126,84
6679,3,2,122,83
6680,2,2,118,81
6681,1,1,114,80
6682,1,1,110,78
6683,0,0,107,76
6684,0,0,104,75
6685,0,0,101,73
6686,0,0,99,71
6687,0,0,97,70
6688,0,0,95,68
6689,0,0,93,66
6690,0,0,92,64
6691,0,0,91,62
6692,-1,0,90,60
6693,0,0,90,58
6694,-1,0,90,58
6695,29,28,90,59
6696,-10,-9,90,60
6697,-1,-1,90,61
6698,0,0,90,62
6699,0,0,90,63
6700,0,1,90,63
6701,0,1,90,63
6702,0,1,90,63
6703,0,1,90,62
6704,0,0,90,62
6705,0,0,89,61
6706,0,0,89,61
6707,0,0,89,60
6708,0,0,88,60
6709,0,0,88,59
6710,0,-1,87,59
6711,0,0,86,58
6712,0,-1,86,58
6713,0,0,85,57
6714,-2,-1,84,56
6715,-2,-2,84,56
6716,-2,-1,83,55
6717,-2,-2,83,54
6718,-2,-2,82,53
6719,-2,-2,82,52
6720,-2,-1,81,51
6721,-2,-2,81,50
6722,-1,-1,80,50
6723,-2,-2,80,49
6724,-2,-1,80,49
6725,-2,-1,79,49
6726,-2,-1,79,47
6727,-2,-2,78,46
6728,0,-1,77,45
6729,7,4,77,45
6730,19,13,77,45
6731,30,21,76,46
6732,32,23,76,45
6733,8,5,75,44
6734,0,2,74,43
6735,-3,-1,74,44
6736,0,2,74,45
6737,-3,-2,74,46
6738,-4,-2,74,46
6739,-5,-3,72,47
6740,-5,-4,72,47
6741,-5,-4,71,47
6742,-5,-4,72,48
6743,-5,-4,72,47
6744,-5,-4,71,47
6745,-5,-4,71,47
6746,-5,-4,71,47
6747,-5,-4,71,48
6748,-5,-4,71,50
6749,-5,-4,72,52
6750,-5,-4,74,55
6751,-5,-4,78,57
6752,-5,-4,83,61
6753,-5,-4,90,64
6754,-5,-4,97,68
6755,-4,-4,105,70
6756,-4,-4,113,72
6757,-3,-3,120,73
6758,-2,-3,126,73
6759,-2,-2,132,74
6760,-1,-2,135,76
6761,0,-2,137,78
6762,0,-1,137,79
6763,1,0,137,79
6764,2,0,136,79
6765,3,1,134,79
6766,4,2,131,78
6767,4,2,128,78
6768,5,3,124,78
6769,5,3,120,78
6770,5,4,116,77
6771,4,3,111,76
6772,4,3,107,76
6773,3,2,103,75
6774,2,2,99,74
6775,1,2,97,72
6776,0,1,96,71
6777,0,0,94,70
6778,0,0,92,68
6779,0,0,89,66
6780,0,0,86,65
6781,0,0,84,63
6782,0,0,84,62
6783,0,0,84,60
6784,0,0,83,59
6785,-1,0,81,57
6786,0,-1,80,56
6787,-1,0,81,55
6788,0,0,82,54
6789,35,33,84,54
6790,-13,-13,84,55
6791,-1,0,84,55
6792,0,-1,84,55
6793,0,0,83,55
6794,0,0,82,55
6795,0,1,82,55
6796,0,1,82,54
6797,0,0,82,54
6798,0,0,82,53
6799,0,0,83,53
6800,0,0,84,52
6801,0,0,83,51
6802,0,0,82,51
6803,0,0,80,51
6804,0,-1,79,51
6805,0,0,79,50
6806,-1,-1,79,49
6807,0,0,79,49
6808,-2,-2,78,49
6809,-2,-1,78,49
6810,-2,-2,77,48
6811,-2,-2,77,47
6812,-2,-2,77,46
6813,-2,-2,77,45
6814,-2,-2,76,45
6815,-2,-1,75,45
6816,-2,-2,75,44
6817,-2,-1,74,44
6818,-2,-1,74,42
6819,-2,-1,75,41
6820,-1,-1,75,41
6821,-2,-2,74,41
6822,2,1,73,41
6823,11,6,73,41
6824,22,14,73,40
6825,30,20,72,39
6826,21,21,72,39
6827,5,3,71,39
6828,-1,0,71,40
6829,-2,0,71,40
6830,0,2,70,41
6831,-3,-2,70,41
6832,-4,-2,70,41
6833,-5,-3,69,40
6834,-4,-3,68,40
6835,-5,-3,68,40
6836,-5,-3,68,41
6837,-5,-4,68,42
6838,-5,-3,67,42
6839,-5,-3,67,43
6840,-5,-4,67,45
6841,-5,-3,67,47
6842,-5,-4,68,49
6843,-5,-3,69,52
6844,-5,-4,71,56
6845,-5,-3,75,60
6846,-5,-4,80,64
6847,-4,-3,87,67
6848,-4,-3,94,70
6849,-4,-3,101,72
6850,-3,-3,108,73
6851,-2,-2,115,74
6852,-2,-2,121,75
6853,-1,-2,126,77
6854,0,-2,130,79
6855,0,0,132,81
6856,0,0,132,82
6857,1,0,132,82
6858,2,0,131,82
6859,3,1,129,82
6860,4,2,126,83
6861,4,2,123,83
6862,4,3,119,82
6863,4,3,115,82
6864,4,3,111,81
6865,4,2,108,81
6866,3,2,104,80
6867,2,2,100,79
6868,1,1,97,78
6869,0,0,94,77
6870,0,0,91,76
6871,0,0,89,74
6872,0,0,87,73
6873,0,0,85,71
6874,-1,0,84,70
6875,-1,-1,82,68
6876,-1,0,81,67
6877,-1,-1,80,65
6878,-1,0,80,63
6879,-2,-1,79,62
6880,-1,-1,79,60
6881,-2,-1,79,59
6882,14,15,79,58
6883,30,28,80,57
6884,-16,-14,80,57
6885,-2,-1,80,57
6886,0,0,80,57
6887,0,0,81,57
6888,0,0,81,57
6889,0,0,81,56
6890,0,1,81,56
6891,0,0,81,55
6892,0,0,81,55
6893,0,0,80,54
6894,0,0,80,54
6895,0,0,80,54
6896,0,0,79,53
6897,0,0,79,53
6898,0,0,78,53
6899,-1,-1,78,52
6900,0,-1,77,52
6901,-1,0,77,52
6902,-2,-2,77,51
6903,-2,-1,76,50
6904,-2,-2,76,50
6905,-2,-2,75,49
6906,-2,-2,75,48
6907,-2,-2,75,48
6908,-2,-2,74,47
6909,-2,-2,74,46
6910,-2,-2,74,45
6911,-2,-1,73,45
6912,-2,-1,73,44
6913,-2,-1,73,43
6914,-2,-1,72,43
6915,-1,-1,72,42
6916,4,2,71,42
6917,13,7,71,42
6918,25,15,71,42
6919,30,19,70,41
6920,17,9,70,41
6921,4,2,70,41
6922,-2,-1,69,42
6923,0,2,69,42
6924,-2,0,69,42
6925,-3,-2,68,42
6926,-3,-2,68,42
6927,-5,-3,68,42
6928,-4,-3,67,42
6929,-5,-3,67,42
6930,-5,-3,67,42
6931,-5,-3,66,43
6932,-5,-3,66,43
6933,-5,-3,66,45
6934,-4,-3,66,47
6935,-5,-4,66,49
6936,-4,-3,67,52
6937,-5,-4,69,55
6938,-5,-4,73,59
6939,-4,-4,78,63
6940,-5,-3,85,67
6941,-4,-4,93,70
6942,-4,-3,101,72
6943,-3,-3,108,73
6944,-3,-3,115,74
6945,-2,-2,122,76
6946,-2,-2,128,78
6947,-1,-2,133,80
6948,0,-2,136,82
6949,0,-1,138,83
6950,0,0,139,83
6951,2,0,138,84
6952,2,1,137,85
6953,4,2,135,85
6954,4,2,132,85
6955,5,3,128,85
6956,4,3,124,85
6957,5,3,120,84
6958,4,3,116,84
6959,4,2,112,83
6960,3,2,108,82
6961,2,2,104,81
6962,1,1,101,80
6963,1,0,98,79
6964,0,0,95,78
6965,0,0,93,77
6966,0,0,90,75
6967,0,0,88,73
6968,0,0,87,72
6969,0,0,85,70
6970,0,0,84,69
6971,-1,0,83,67
6972,0,0,83,66
6973,-1,-1,83,64
6974,0,0,82,62
6975,-1,-1,82,61
6976,30,30,83,60
6977,-15,-14,83,59
6978,-2,-2,83,59
6979,-1,-1,83,59
6980,0,0,83,59
6981,0,0,83,59
6982,0,0,83,59
6983,0,0,83,59
6984,0,0,83,58
6985,0,0,83,58
6986,0,0,83,57
6987,0,0,82,57
6988,0,0,82,56
6989,0,0,82,56
6990,0,0,81,56
6991,0,0,81,55
6992,0,0,80,55
6993,-1,-1,80,55
6994,0,-1,79,54
6995,-2,0,79,54
6996,-2,-2,78,53
6997,-2,-1,78,53
6998,-3,-2,78,52
6999,-2,-2,77,51
7000,-3,-2,77,50
7001,-2,-2,76,49
7002,-3,-2,76,49
7003,-2,-2,75,48
7004,-2,-2,75,47
7005,-2,-2,75,46
7006,-2,-2,74,46
7007,-2,-2,74,45
7008,-2,-1,74,45
7009,-1,-2,73,44
7010,4,3,73,44
7011,15,8,72,43
7012,26,16,72,43
7013,30,19,72,43
7014,12,6,71,43
7015,2,1,71,43
7016,-3,-2,70,43
7017,-1,1,70,43
7018,-3,-1,70,44
7019,-4,-2,69,44
7020,-5,-3,69,44
7021,-5,-4,69,43
7022,-5,-3,68,43
7023,-5,-4,68,43
7024,-5,-4,68,43
7025,-5,-4,67,44
7026,-5,-4,67,45
7027,-5,-4,67,46
7028,-5,-4,67,48
7029,-5,-4,68,50
7030,-5,-4,69,53
7031,-5,-4,72,57
7032,-5,-4,77,61
7033,-5,-4,83,65
7034,-5,-4,91,68
7035,-4,-3,99,70
7036,-4,-3,107,71
7037,-3,-3,115,73
7038,-2,-3,122,74
7039,-2,-2,128,77
7040,-2,-2,134,79
7041,-1,-2,138,81
7042,0,-1,142,82
7043,0,0,144,82
7044,1,0,144,83
7045,2,0,144,84
7046,2,1,143,85
7047,4,2,140,85
7048,4,2,137,85
7049,4,2,134,85
7050,4,3,130,85
7051,4,3,126,84
7052,4,2,121,84
7053,3,2,117,83
7054,2,2,113,82
7055,2,1,109,81
7056,0,0,105,80
7057,0,0,102,79
7058,0,0,99,78
7059,0,0,96,76
7060,0,0,94,75
7061,0,-1,92,73
7062,-1,0,90,71
7063,0,-1,88,70
7064,-1,-1,87,68
7065,-1,-1,86,67
7066,0,0,86,65
